PooledFundName,PooledFundId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectDuration,Budget,TotalDirectCost,TotalSupportCost,DateSubmitted,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode
Somalia,21,SOM-14/X/2470/ER/H/NGO/146,DMA-CHF-O489-645-ER,,2014,1,Reserve,ZamZam Foundation,National NGO,6,150000,0,0,8/19/2014 12:00:00 AM,,11/11/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,29913.9120
Somalia,21,SOM-14/X/2470/ER/H/NGO/147,DMA-CHF-O489-628 SR-ER,,2014,1,Reserve,Gedo Women Development Organization,National NGO,6,152160,0,0,8/19/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,10469.8692
Somalia,21,SOM-14/X/2470/ER/H/NGO/151,DMA-CHF-O489-633 SR-ER,,2014,1,Reserve,SWISSO KALMO,National NGO,6,281089.86,0,0,8/19/2014 12:00:00 AM,,12/30/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
Somalia,21,SOM-14/X/2470/ER/H/NGO/152,DMA-CHF-O489-634 SR-ER,,2014,1,Reserve,DEH Relief and Development Organization,National NGO,6,201421.14,0,0,8/19/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,8226.3258
Somalia,21,SOM-14/X/2470/ER/H/NGO/154,DMA-CHF-O489-632 SR-ER,,2014,1,Reserve,Somali Young Doctors Association,National NGO,6,171800,0,0,8/19/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,23931.1296
Somalia,21,SOM-14/X/2470/ER/H/NGO/155,DMA-CHF-O489-630 SR-ER,,2014,1,Reserve,Somali Aid Foundations,National NGO,6,150637,0,0,8/19/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,22061.5101
Somalia,21,SOM-14/X/2470/ER/H/NGO/156,DMA-CHF-O489-629 SR-ER,,2014,1,Reserve,Wamo Relief and Rehabilitation Services,National NGO,6,150000,0,0,8/19/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,27670.3686
Somalia,21,SOM-14/X/2470/ER/H/NGO/80,DMA-CHF-O489-564-STD,,2014,1,Reserve,American Refugee Committee,National NGO,12,300000,0,0,4/1/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/20/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-14/X/2470/ER/H/NGO/88,DMA-CHF-O489-586-STD,,2014,1,Reserve,Wardi Relief and Development Initiatives,National NGO,12,146589,0,0,5/27/2014 12:00:00 AM,,6/18/2014 12:00:00 AM,6/23/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-14/X/2470/ER/H/NGO/89,DMA-CHF-O489-583-STD,,2014,1,Reserve,Somali Development and Rehabilitation Organization,National NGO,12,134539.95,0,0,3/24/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,22809.3579
Somalia,21,SOM-14/X/2470/ER/H/NGO/90,DMA-CHF-O489-584-STD,,2014,1,Reserve,Southern Aid,National NGO,12,185665.83,0,0,3/28/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,24678.9774
Somalia,21,SOM-14/X/2470/ER/H/NGO/91,DMA-CHF-O489-578-STD,,2014,1,Reserve,Humanitarian Africa Relief Development,National NGO,12,150039,0,0,3/28/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,12339.4887
Somalia,21,SOM-14/X/2470/ER/H/NGO/97,DMA-CHF-O489-571-STD,,2014,1,Reserve,Wardi Relief and Development Initiatives,National NGO,12,148514.96,0,0,4/26/2014 12:00:00 AM,,6/27/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-14/X/2470/ER/H/NGO/99,DMA-CHF-O489-569-STD,,2014,1,Reserve,SWISSO KALMO,National NGO,12,298219.28,0,0,4/28/2014 12:00:00 AM,,6/19/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25426.8252
Somalia,21,SOM-14/X/2470/ER/MS-SR/INGO/105,DMA-CHF-O489-574-STD,,2014,1,Reserve,Norwegian Refugee Council,International NGO,12,125342.2,0,0,3/19/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/MS-SR/INGO/126,DMA-CHF-O489-575-STD,,2014,1,Reserve,Mercy Corps,International NGO,6,362811.18,0,0,3/19/2014 12:00:00 AM,,9/4/2014 12:00:00 AM,3/8/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,15704.8038
Somalia,21,SOM-14/X/2470/ER/MS-SR/NGO/113,DMA-CHF-O489-576-STD,,2014,1,Reserve,Danish Refugee Council,National NGO,12,408207.8,0,0,3/20/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-14/X/2470/ER/N/NGO/84,DMA-CHF-O489-579-STD,,2014,1,Reserve,Hidig Relief and Development Organization,National NGO,12,202247.12,0,0,3/19/2014 12:00:00 AM,,6/6/2014 12:00:00 AM,6/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,11217.7170
Somalia,21,SOM-14/X/2470/ER/P/INGO/115,DMA-CHF-O489-592-STD,,2014,1,Reserve,International Rescue Committee,International NGO,12,374781.38,0,0,3/19/2014 12:00:00 AM,,7/4/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13835.1843
Somalia,21,SOM-14/X/2470/ER/P/INGO/116,DMA-CHF-O489-590-STD,,2014,1,Reserve,INTERSOS,International NGO,12,453316.2,0,0,3/19/2014 12:00:00 AM,,7/4/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,14209.1082
Somalia,21,SOM-14/X/2470/ER/P/INGO/120,DMA-CHF-O489-591-STD,,2014,1,Reserve,Gruppo per le Relazioni Transculturali,International NGO,12,461483.96,0,0,3/19/2014 12:00:00 AM,,7/25/2014 12:00:00 AM,7/25/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,10843.7931
Somalia,21,SOM-14/X/2470/ER/P/INGO/135,DMA-CHF-O489-CHF-DDA-3485-665 SR-ER,,2014,1,Reserve,Comitato di Coordinamento delle Organizzazioni per il Servizio Volontario,International NGO,6,392476,0,0,9/16/2014 12:00:00 AM,,11/4/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,5608.8585
Somalia,21,SOM-14/X/2470/ER/P/NGO/153,DMA-CHF-O489- CHF-DDA-3485- 666 SR ,,2014,1,Reserve,Women and Child Care Organisation,National NGO,6,150000,0,0,9/16/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28418.2164
Somalia,21,SOM-14/X/2470/ER/P/NGO/172,DMA-CHF-O489-CHF-DDA-3485- 668 SR-ER,,2014,1,Reserve,Danish Refugee Council,National NGO,6,299979.43,0,0,9/16/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-14/X/2470/ER/P/NGO/83,DMA-CHF-O489-589-STD,,2014,1,Reserve,American Refugee Committee,National NGO,12,285691.61,0,0,3/19/2014 12:00:00 AM,,7/4/2014 12:00:00 AM,6/30/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-14/X/2470/ER/S-NFI/INGO/121,DMA-CHF-O489-596-STD,,2014,1,Reserve,Norwegian Refugee Council,International NGO,12,801086.24,0,0,3/28/2014 12:00:00 AM,,7/7/2014 12:00:00 AM,7/6/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/S-NFI/INGO/171,DMA-CHF-O489-CHF-DDA-3485-647 SR-ER,,2014,1,Reserve,Norwegian Refugee Council,International NGO,6,645999.57,0,0,8/15/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/S-NFI/INGO/175,DMA-CHF-O489-CHF-DDA-3485-646 SR-ER,,2014,1,Reserve,DRC,International NGO,6,637009.16,0,0,8/15/2014 12:00:00 AM,,12/8/2014 12:00:00 AM,6/8/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,8974.1736
Somalia,21,SOM-14/X/2470/ER/S-NFI/NGO/119,DMA-CHF-O489-594-STD,,2014,1,Reserve,Danish Refugee Council,National NGO,12,689015.42,0,0,3/28/2014 12:00:00 AM,,7/7/2014 12:00:00 AM,7/6/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-14/X/2470/ER/S-NFI/NGO/163,DMA-CHF-O489-CHF-DDA-3485-648 SR,,2014,1,Reserve,Sustainable Development & Peace Building Initiative,National NGO,6,399295.48,0,0,8/15/2014 12:00:00 AM,,11/12/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25052.9013
Somalia,21,SOM-14/X/2470/ER/S-NFI/NGO/98,DMA-CHF-O489-593-STD,,2014,1,Reserve,American Refugee Committee,National NGO,12,191710.83,0,0,3/20/2014 12:00:00 AM,,6/30/2014 12:00:00 AM,6/29/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/104,DMA-CHF-O489-598-STD,,2014,1,Reserve,Action Contre la Faim,International NGO,12,163809.08,0,0,3/19/2014 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,373.9239
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/108,DMA-CHF-O489-605-STD,,2014,1,Reserve,Norwegian Refugee Council,International NGO,12,596262.32,0,0,6/16/2014 12:00:00 AM,,7/11/2014 12:00:00 AM,7/10/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/123,DMA-CHF-O489-610-ER,,2014,1,Reserve,Oxfam GB,International NGO,6,200000,0,0,7/1/2014 12:00:00 AM,,8/8/2014 12:00:00 AM,5/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16826.5755
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/128,DMA-CHF-O489-612-ER,,2014,1,Reserve,Solidarites International,International NGO,2,199999.98,0,0,6/26/2014 12:00:00 AM,,8/8/2014 12:00:00 AM,1/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,21313.6623
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/129,DMA-CHF-O489-616-ER,,2014,1,Reserve,Norwegian Church Aid,International NGO,3,223884.8,0,0,7/21/2014 12:00:00 AM,,9/8/2014 12:00:00 AM,12/8/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16078.7277
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/159,DMA-CHF-O489-CHF-DDA-3485-650 SR-ER,,2014,1,Reserve,Cooperazione Internazionale,International NGO,6,250000,0,0,10/28/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,6730.6302
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/160,DMA-CHF-O489-CHF-DDA-3485-672 SR-ER,,2014,1,Reserve,Adventist Development and Relief Agency - Somalia,International NGO,6,300000,0,0,10/28/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,1495.6956
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/166,DMA-CHF-O489-CHF-DDA-3485-674 SR-ER,,2014,1,Reserve,Action for Social and Economic Progress,International NGO,6,250512.7,0,0,8/15/2014 12:00:00 AM,,12/8/2014 12:00:00 AM,6/8/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,1121.7717
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/167,DMA-CHF-O489-CHF-DDA-3485-671 SR-ER,,2014,1,Reserve,Norwegian Refugee Council,International NGO,6,250000,0,0,8/16/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16452.6516
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/174,DMA-CHF-O489-CHF-DDA-3485-676 SR-ER,,2014,1,Reserve,International Rescue Committee,International NGO,6,249989.34,0,0,8/15/2014 12:00:00 AM,,11/28/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,13835.1843
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/87,DMA-CHF-O489-603-STD,,2014,1,Reserve,COOPI,International NGO,7,633060.15,0,0,3/19/2014 12:00:00 AM,,6/19/2014 12:00:00 AM,1/18/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7104.5541
Somalia,21,SOM-14/X/2470/ER/WASH/INGO/92,DMA-CHF-O489-600-STD,,2014,1,Reserve,Oxfam GB,International NGO,12,653799,0,0,5/19/2014 12:00:00 AM,,6/19/2014 12:00:00 AM,6/18/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16826.5755
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/122,DMA-CHF-O489-609ER,,2014,1,Reserve,Danish Refugee Council,National NGO,3,205868.48,0,0,6/27/2014 12:00:00 AM,,8/8/2014 12:00:00 AM,2/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/125,DMA-CHF-O489-611-ER,,2014,1,Reserve,Wajir South Development Association,National NGO,3,70331,0,0,7/4/2014 12:00:00 AM,,8/5/2014 12:00:00 AM,11/15/2014 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,27296.4447
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/130,DMA-CHF-O489-CHF-DDA-3485-617ER-ER,,2014,1,Reserve,Women and Child Care Organisation,National NGO,5,167000,0,0,9/4/2014 12:00:00 AM,,9/19/2014 12:00:00 AM,3/1/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28418.2164
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/161,DMA-CHF-O489-CHF-DDA-3485-664 SR-ER,,2014,1,Reserve,HIJRA,National NGO,6,295501.9,0,0,10/28/2014 12:00:00 AM,,2/11/2015 12:00:00 AM,8/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,11591.6409
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/162,DMA-CHF-O489-CHF-DDA-3485-651 SR,,2014,1,Reserve,Sustainable Development & Peace Building Initiative,National NGO,6,270990.5,0,0,8/15/2014 12:00:00 AM,,12/8/2014 12:00:00 AM,6/8/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,25052.9013
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/164,DMA-CHF-O489-CHF-DDA-3485-622 SR,,2014,1,Reserve,Center for Peace and Democracy,National NGO,6,249999.08,0,0,8/15/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/26/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,4487.0868
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/168,DMA-CHF-O489-CHF-DDA-3485-670 SR-ER,,2014,1,Reserve,Danish Refugee Council,National NGO,6,250000.04,0,0,8/20/2014 12:00:00 AM,,11/20/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,7478.4780
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/169,DMA-CHF-O489-CHF-DDA-3485-663 SR-ER,,2014,1,Reserve,American Refugee Committee,National NGO,6,250000,0,0,8/15/2014 12:00:00 AM,,11/25/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/173,DMA-CHF-O489-CHF-DDA-3485-677 ER-ER,,2014,1,Reserve,American Refugee Committee,National NGO,6,399572.24,0,0,8/15/2014 12:00:00 AM,,11/25/2014 12:00:00 AM,5/11/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,2991.3912
Somalia,21,SOM-14/X/2470/ER/WASH/NGO/94,DMA-CHF-O489-604-STD,,2014,1,Reserve,Wardi Relief and Development Initiatives,National NGO,12,426203,0,0,3/19/2014 12:00:00 AM,,6/20/2014 12:00:00 AM,6/15/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-14/X/2470/ER/WASH-WASH/INGO/131,CHF-DDA-3485-624 SR,,2014,1,Reserve,Norwegian Church Aid,International NGO,6,400000,0,0,10/7/2014 12:00:00 AM,,10/23/2014 12:00:00 AM,4/28/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,16078.7277
Somalia,21,SOM-14/X/2470/ER/WASH-WASH/NGO/132,CHF-DDA-3485-669 SR,,2014,1,Reserve,Wardi Relief and Development Initiatives,National NGO,6,289998.41,0,0,9/18/2014 12:00:00 AM,,10/23/2014 12:00:00 AM,4/28/2015 12:00:00 AM,Migrated in GMS,31,SP_PRJ_MIG,Project Closure,16,28044.2925
Somalia,21,SOM-15/X/2470/ER/E/INGO/176,DMA-CHF-O489-685-STD,,2015,1,Reserve,Adventist Development and Relief Agency - Somalia,International NGO,,0,0,0,3/10/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,1495.6956
Somalia,21,SOM-15/X/2470/ER/E/INGO/177,DMA-CHF-O489-686,,2015,1,Reserve,Comitato Internazionale per lo Sviluppo dei Popoli,International NGO,,0,0,0,1/12/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,5982.7824
Somalia,21,SOM-15/X/2470/ER/E/INGO/180,DMA-CHF-O489-688-STD,,2015,1,Reserve,INTERSOS,International NGO,,0,0,0,1/11/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,14209.1082
Somalia,21,SOM-15/X/2470/ER/E/INGO/181,DMA-CHF-O489-690-STD,,2015,1,Reserve,Save the Children International,International NGO,,0,0,0,1/12/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,19817.9667
Somalia,21,SOM-15/X/2470/ER/E/INGO/207,DMA-CHF-O489-689-STD,,2015,1,Reserve,Norwegian Refugee Council,International NGO,,0,0,0,1/12/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,16452.6516
Somalia,21,SOM-15/X/2470/ER/E/NGO/178,DMA-CHF-O489-687-STD,,2015,1,Reserve,Formal Education Network for Private Schools,National NGO,,0,0,0,1/8/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,10095.9453
Somalia,21,SOM-15/X/2470/ER/FS/INGO/191,DMA-CHF-O489-691-STD,,2015,1,Reserve,Action Contre la Faim,International NGO,,0,0,0,1/23/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,373.9239
Somalia,21,SOM-15/X/2470/ER/FS/INGO/193,DMA-CHF-O489-697-STD,,2015,1,Reserve,Norwegian Refugee Council,International NGO,,0,0,0,1/6/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,16452.6516
Somalia,21,SOM-15/X/2470/ER/FS/INGO/202,DMA-CHF-O489-700-STD,,2015,1,Reserve,Veterinaires Sans Frontrieres - Germany,International NGO,,0,0,0,12/23/2014 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,26922.5208
Somalia,21,SOM-15/X/2470/ER/FS/NGO/203,DMA-CHF-O489-693-STD,,2015,1,Reserve,Center for Peace and Democracy,National NGO,,0,0,0,12/24/2014 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,4487.0868
Somalia,21,SOM-15/X/2470/ER/H/INGO/182,DMA-CHF-O489-703-STD,,2015,1,Reserve,INTERSOS,International NGO,,0,0,0,1/5/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,14209.1082
Somalia,21,SOM-15/X/2470/ER/H/INGO/183,DMA-CHF-O489-705-STD,,2015,1,Reserve,International Rescue Committee,International NGO,,0,0,0,1/2/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,13835.1843
Somalia,21,SOM-15/X/2470/ER/H/INGO/184,DMA-CHF-O489-706-STD,,2015,1,Reserve,Save the Children International,International NGO,,0,0,0,1/16/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,19817.9667
Somalia,21,SOM-15/X/2470/ER/H/INGO/188,DMA-CHF-O489-716-STD,,2015,1,Reserve,Action Contre la Faim,International NGO,,0,0,0,1/8/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,373.9239
Somalia,21,SOM-15/X/2470/ER/H/INGO/216,DMA-CHF-O489-719-STD,,2015,1,Reserve,INTERSOS,International NGO,,0,0,0,1/10/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,14209.1082
Somalia,21,SOM-15/X/2470/ER/H/INGO/228,DMA-CHF-O489-717-STD,,2015,1,Reserve,CESVI Fondazione Onlus,International NGO,,0,0,0,1/7/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,5234.9346
Somalia,21,SOM-15/X/2470/ER/H/NGO/185,DMA-CHF-O489-707-STD,,2015,1,Reserve,SomaliAid,National NGO,,0,0,0,1/4/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,24305.0535
Somalia,21,SOM-15/X/2470/ER/H/NGO/186,DMA-CHF-O489-709-STD,,2015,1,Reserve,SWISSO KALMO,National NGO,,0,0,0,1/5/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,25426.8252
Somalia,21,SOM-15/X/2470/ER/H/NGO/187,DMA-CHF-O489-712-STD,,2015,1,Reserve,Wardi Relief and Development Initiatives,National NGO,,0,0,0,1/5/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,28044.2925
Somalia,21,SOM-15/X/2470/ER/H/NGO/189,DMA-CHF-O489-723-STD,,2015,1,Reserve,SWISSO KALMO,National NGO,,0,0,0,1/10/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,25426.8252
Somalia,21,SOM-15/X/2470/ER/H/NGO/190,DMA-CHF-O489-725-STD,,2015,1,Reserve,Wardi Relief and Development Initiatives,National NGO,,0,0,0,1/11/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,28044.2925
Somalia,21,SOM-15/X/2470/ER/H/NGO/204,DMA-CHF-O489-720-STD,,2015,1,Reserve,Skills Active Forward,National NGO,,0,0,0,2/25/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Draft,9,,HC Final Approval,12,20939.7384
Somalia,21,SOM-15/X/2470/ER/H/NGO/205,DMA-CHF-O489-727-STD,,2015,1,Reserve,Wamo Relief and Rehabilitation Services,National NGO,,0,0,0,1/9/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,27670.3686
Somalia,21,SOM-15/X/2470/ER/H/NGO/206,DMA-CHF-O489-722-STD,,2015,1,Reserve,Somali Young Doctors Association,National NGO,,0,0,0,1/10/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,23931.1296
Somalia,21,SOM-15/X/2470/ER/H/NGO/208,DMA-CHF-O489-702-STD,,2015,1,Reserve,American Refugee Committee,National NGO,,0,0,0,1/5/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,2991.3912
Somalia,21,SOM-15/X/2470/ER/H/NGO/210,DMA-CHF-O489-718-STD,,2015,1,Reserve,Gedo Women Development Organization,National NGO,,0,0,0,2/25/2015 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,MoU Clearance,10,,HC Final Approval,12,10469.8692
